hog_input_img,rotXdeg,rotYdeg,rotZdeg,distX,distY,distZ,f
hog_input_26393,7,90,131,480,95,940,3200
hog_input_26394,7,90,131,480,95,940,3300
hog_input_26395,7,90,131,480,95,940,3400
hog_input_26396,7,90,131,480,95,940,3500
hog_input_26397,7,90,131,480,95,940,3600
hog_input_26398,7,90,131,480,95,940,3700
hog_input_26399,7,90,131,480,95,940,3800
hog_input_26400,7,90,131,480,95,940,3900
hog_input_26401,7,90,131,490,80,850,3000
hog_input_26402,7,90,131,490,80,850,3100
hog_input_26403,7,90,131,490,80,850,3200
hog_input_26404,7,90,131,490,80,850,3300
hog_input_26405,7,90,131,490,80,850,3400
hog_input_26406,7,90,131,490,80,850,3500
hog_input_26407,7,90,131,490,80,850,3600
hog_input_26408,7,90,131,490,80,850,3700
hog_input_26409,7,90,131,490,80,850,3800
hog_input_26410,7,90,131,490,80,850,3900
hog_input_26411,7,90,131,490,80,860,3000
hog_input_26412,7,90,131,490,80,860,3100
hog_input_26413,7,90,131,490,80,860,3200
hog_input_26414,7,90,131,490,80,860,3300
hog_input_26415,7,90,131,490,80,860,3400
hog_input_26416,7,90,131,490,80,860,3500
hog_input_26417,7,90,131,490,80,860,3600
hog_input_26418,7,90,131,490,80,860,3700
hog_input_26419,7,90,131,490,80,860,3800
hog_input_26420,7,90,131,490,80,860,3900
hog_input_26421,7,90,131,490,80,870,3000
hog_input_26422,7,90,131,490,80,870,3100
hog_input_26423,7,90,131,490,80,870,3200
hog_input_26424,7,90,131,490,80,870,3300
hog_input_26425,7,90,131,490,80,870,3400
hog_input_26426,7,90,131,490,80,870,3500
hog_input_26427,7,90,131,490,80,870,3600
hog_input_26428,7,90,131,490,80,870,3700
hog_input_26429,7,90,131,490,80,870,3800
hog_input_26430,7,90,131,490,80,870,3900
hog_input_26431,7,90,131,490,80,880,3000
hog_input_26432,7,90,131,490,80,880,3100
hog_input_26433,7,90,131,490,80,880,3200
hog_input_26434,7,90,131,490,80,880,3300
hog_input_26435,7,90,131,490,80,880,3400
hog_input_26436,7,90,131,490,80,880,3500
hog_input_26437,7,90,131,490,80,880,3600
hog_input_26438,7,90,131,490,80,880,3700
hog_input_26439,7,90,131,490,80,880,3800
hog_input_26440,7,90,131,490,80,880,3900
hog_input_26441,7,90,131,490,80,890,3000
hog_input_26442,7,90,131,490,80,890,3100
hog_input_26443,7,90,131,490,80,890,3200
hog_input_26444,7,90,131,490,80,890,3300
hog_input_26445,7,90,131,490,80,890,3400
hog_input_26446,7,90,131,490,80,890,3500
hog_input_26447,7,90,131,490,80,890,3600
hog_input_26448,7,90,131,490,80,890,3700
hog_input_26449,7,90,131,490,80,890,3800
hog_input_26450,7,90,131,490,80,890,3900
hog_input_26451,7,90,131,490,80,900,3000
hog_input_26452,7,90,131,490,80,900,3100
hog_input_26453,7,90,131,490,80,900,3200
hog_input_26454,7,90,131,490,80,900,3300
hog_input_26455,7,90,131,490,80,900,3400
hog_input_26456,7,90,131,490,80,900,3500
hog_input_26457,7,90,131,490,80,900,3600
hog_input_26458,7,90,131,490,80,900,3700
hog_input_26459,7,90,131,490,80,900,3800
hog_input_26460,7,90,131,490,80,900,3900
hog_input_26461,7,90,131,490,80,910,3000
hog_input_26462,7,90,131,490,80,910,3100
hog_input_26463,7,90,131,490,80,910,3200
hog_input_26464,7,90,131,490,80,910,3300
hog_input_26465,7,90,131,490,80,910,3400
hog_input_26466,7,90,131,490,80,910,3500
hog_input_26467,7,90,131,490,80,910,3600
hog_input_26468,7,90,131,490,80,910,3700
hog_input_26469,7,90,131,490,80,910,3800
hog_input_26470,7,90,131,490,80,910,3900
hog_input_26471,7,90,131,490,80,920,3000
hog_input_26472,7,90,131,490,80,920,3100
hog_input_26473,7,90,131,490,80,920,3200
hog_input_26474,7,90,131,490,80,920,3300
hog_input_26475,7,90,131,490,80,920,3400
hog_input_26476,7,90,131,490,80,920,3500
hog_input_26477,7,90,131,490,80,920,3600
hog_input_26478,7,90,131,490,80,920,3700
hog_input_26479,7,90,131,490,80,920,3800
hog_input_26480,7,90,131,490,80,920,3900
hog_input_26481,7,90,131,490,80,930,3000
hog_input_26482,7,90,131,490,80,930,3100
hog_input_26483,7,90,131,490,80,930,3200
hog_input_26484,7,90,131,490,80,930,3300
hog_input_26485,7,90,131,490,80,930,3400
hog_input_26486,7,90,131,490,80,930,3500
hog_input_26487,7,90,131,490,80,930,3600
hog_input_26488,7,90,131,490,80,930,3700
hog_input_26489,7,90,131,490,80,930,3800
hog_input_26490,7,90,131,490,80,930,3900
hog_input_26491,7,90,131,490,80,940,3000
hog_input_26492,7,90,131,490,80,940,3100
hog_input_26493,7,90,131,490,80,940,3200
hog_input_26494,7,90,131,490,80,940,3300
hog_input_26495,7,90,131,490,80,940,3400
hog_input_26496,7,90,131,490,80,940,3500
hog_input_26497,7,90,131,490,80,940,3600
hog_input_26498,7,90,131,490,80,940,3700
hog_input_26499,7,90,131,490,80,940,3800
hog_input_26500,7,90,131,490,80,940,3900
hog_input_26501,7,90,131,490,83,850,3000
hog_input_26502,7,90,131,490,83,850,3100
hog_input_26503,7,90,131,490,83,850,3200
hog_input_26504,7,90,131,490,83,850,3300
hog_input_26505,7,90,131,490,83,850,3400
hog_input_26506,7,90,131,490,83,850,3500
hog_input_26507,7,90,131,490,83,850,3600
hog_input_26508,7,90,131,490,83,850,3700
hog_input_26509,7,90,131,490,83,850,3800
hog_input_26510,7,90,131,490,83,850,3900
hog_input_26511,7,90,131,490,83,860,3000
hog_input_26512,7,90,131,490,83,860,3100
hog_input_26513,7,90,131,490,83,860,3200
hog_input_26514,7,90,131,490,83,860,3300
hog_input_26515,7,90,131,490,83,860,3400
hog_input_26516,7,90,131,490,83,860,3500
hog_input_26517,7,90,131,490,83,860,3600
hog_input_26518,7,90,131,490,83,860,3700
hog_input_26519,7,90,131,490,83,860,3800
hog_input_26520,7,90,131,490,83,860,3900
hog_input_26521,7,90,131,490,83,870,3000
hog_input_26522,7,90,131,490,83,870,3100
hog_input_26523,7,90,131,490,83,870,3200
hog_input_26524,7,90,131,490,83,870,3300
hog_input_26525,7,90,131,490,83,870,3400
hog_input_26526,7,90,131,490,83,870,3500
hog_input_26527,7,90,131,490,83,870,3600
hog_input_26528,7,90,131,490,83,870,3700
hog_input_26529,7,90,131,490,83,870,3800
hog_input_26530,7,90,131,490,83,870,3900
hog_input_26531,7,90,131,490,83,880,3000
hog_input_26532,7,90,131,490,83,880,3100
hog_input_26533,7,90,131,490,83,880,3200
hog_input_26534,7,90,131,490,83,880,3300
hog_input_26535,7,90,131,490,83,880,3400
hog_input_26536,7,90,131,490,83,880,3500
hog_input_26537,7,90,131,490,83,880,3600
hog_input_26538,7,90,131,490,83,880,3700
hog_input_26539,7,90,131,490,83,880,3800
hog_input_26540,7,90,131,490,83,880,3900
hog_input_26541,7,90,131,490,83,890,3000
hog_input_26542,7,90,131,490,83,890,3100
hog_input_26543,7,90,131,490,83,890,3200
hog_input_26544,7,90,131,490,83,890,3300
hog_input_26545,7,90,131,490,83,890,3400
hog_input_26546,7,90,131,490,83,890,3500
hog_input_26547,7,90,131,490,83,890,3600
hog_input_26548,7,90,131,490,83,890,3700
hog_input_26549,7,90,131,490,83,890,3800
hog_input_26550,7,90,131,490,83,890,3900
hog_input_26551,7,90,131,490,83,900,3000
hog_input_26552,7,90,131,490,83,900,3100
hog_input_26553,7,90,131,490,83,900,3200
hog_input_26554,7,90,131,490,83,900,3300
hog_input_26555,7,90,131,490,83,900,3400
hog_input_26556,7,90,131,490,83,900,3500
hog_input_26557,7,90,131,490,83,900,3600
hog_input_26558,7,90,131,490,83,900,3700
hog_input_26559,7,90,131,490,83,900,3800
hog_input_26560,7,90,131,490,83,900,3900
hog_input_26561,7,90,131,490,83,910,3000
hog_input_26562,7,90,131,490,83,910,3100
hog_input_26563,7,90,131,490,83,910,3200
hog_input_26564,7,90,131,490,83,910,3300
hog_input_26565,7,90,131,490,83,910,3400
hog_input_26566,7,90,131,490,83,910,3500
hog_input_26567,7,90,131,490,83,910,3600
hog_input_26568,7,90,131,490,83,910,3700
hog_input_26569,7,90,131,490,83,910,3800
hog_input_26570,7,90,131,490,83,910,3900
hog_input_26571,7,90,131,490,83,920,3000
hog_input_26572,7,90,131,490,83,920,3100
hog_input_26573,7,90,131,490,83,920,3200
hog_input_26574,7,90,131,490,83,920,3300
hog_input_26575,7,90,131,490,83,920,3400
hog_input_26576,7,90,131,490,83,920,3500
hog_input_26577,7,90,131,490,83,920,3600
hog_input_26578,7,90,131,490,83,920,3700
hog_input_26579,7,90,131,490,83,920,3800
hog_input_26580,7,90,131,490,83,920,3900
hog_input_26581,7,90,131,490,83,930,3000
hog_input_26582,7,90,131,490,83,930,3100
hog_input_26583,7,90,131,490,83,930,3200
hog_input_26584,7,90,131,490,83,930,3300
hog_input_26585,7,90,131,490,83,930,3400
hog_input_26586,7,90,131,490,83,930,3500
hog_input_26587,7,90,131,490,83,930,3600
hog_input_26588,7,90,131,490,83,930,3700
hog_input_26589,7,90,131,490,83,930,3800
hog_input_26590,7,90,131,490,83,930,3900
hog_input_26591,7,90,131,490,83,940,3000
hog_input_26592,7,90,131,490,83,940,3100
hog_input_26593,7,90,131,490,83,940,3200
hog_input_26594,7,90,131,490,83,940,3300
hog_input_26595,7,90,131,490,83,940,3400
hog_input_26596,7,90,131,490,83,940,3500
hog_input_26597,7,90,131,490,83,940,3600
hog_input_26598,7,90,131,490,83,940,3700
hog_input_26599,7,90,131,490,83,940,3800
hog_input_26600,7,90,131,490,83,940,3900
hog_input_26601,7,90,131,490,86,850,3000
hog_input_26602,7,90,131,490,86,850,3100
hog_input_26603,7,90,131,490,86,850,3200
hog_input_26604,7,90,131,490,86,850,3300
hog_input_26605,7,90,131,490,86,850,3400
hog_input_26606,7,90,131,490,86,850,3500
hog_input_26607,7,90,131,490,86,850,3600
hog_input_26608,7,90,131,490,86,850,3700
hog_input_26609,7,90,131,490,86,850,3800
hog_input_26610,7,90,131,490,86,850,3900
hog_input_26611,7,90,131,490,86,860,3000
hog_input_26612,7,90,131,490,86,860,3100
hog_input_26613,7,90,131,490,86,860,3200
hog_input_26614,7,90,131,490,86,860,3300
hog_input_26615,7,90,131,490,86,860,3400
hog_input_26616,7,90,131,490,86,860,3500
hog_input_26617,7,90,131,490,86,860,3600
hog_input_26618,7,90,131,490,86,860,3700
hog_input_26619,7,90,131,490,86,860,3800
hog_input_26620,7,90,131,490,86,860,3900
hog_input_26621,7,90,131,490,86,870,3000
hog_input_26622,7,90,131,490,86,870,3100
hog_input_26623,7,90,131,490,86,870,3200
hog_input_26624,7,90,131,490,86,870,3300
hog_input_26625,7,90,131,490,86,870,3400
hog_input_26626,7,90,131,490,86,870,3500
hog_input_26627,7,90,131,490,86,870,3600
hog_input_26628,7,90,131,490,86,870,3700
hog_input_26629,7,90,131,490,86,870,3800
hog_input_26630,7,90,131,490,86,870,3900
hog_input_26631,7,90,131,490,86,880,3000
hog_input_26632,7,90,131,490,86,880,3100
hog_input_26633,7,90,131,490,86,880,3200
hog_input_26634,7,90,131,490,86,880,3300
hog_input_26635,7,90,131,490,86,880,3400
hog_input_26636,7,90,131,490,86,880,3500
hog_input_26637,7,90,131,490,86,880,3600
hog_input_26638,7,90,131,490,86,880,3700
hog_input_26639,7,90,131,490,86,880,3800
hog_input_26640,7,90,131,490,86,880,3900
hog_input_26641,7,90,131,490,86,890,3000
hog_input_26642,7,90,131,490,86,890,3100
hog_input_26643,7,90,131,490,86,890,3200
hog_input_26644,7,90,131,490,86,890,3300
hog_input_26645,7,90,131,490,86,890,3400
hog_input_26646,7,90,131,490,86,890,3500
hog_input_26647,7,90,131,490,86,890,3600
hog_input_26648,7,90,131,490,86,890,3700
hog_input_26649,7,90,131,490,86,890,3800
hog_input_26650,7,90,131,490,86,890,3900
hog_input_26651,7,90,131,490,86,900,3000
hog_input_26652,7,90,131,490,86,900,3100
hog_input_26653,7,90,131,490,86,900,3200
hog_input_26654,7,90,131,490,86,900,3300
hog_input_26655,7,90,131,490,86,900,3400
hog_input_26656,7,90,131,490,86,900,3500
hog_input_26657,7,90,131,490,86,900,3600
hog_input_26658,7,90,131,490,86,900,3700
hog_input_26659,7,90,131,490,86,900,3800
hog_input_26660,7,90,131,490,86,900,3900
hog_input_26661,7,90,131,490,86,910,3000
hog_input_26662,7,90,131,490,86,910,3100
hog_input_26663,7,90,131,490,86,910,3200
hog_input_26664,7,90,131,490,86,910,3300
hog_input_26665,7,90,131,490,86,910,3400
hog_input_26666,7,90,131,490,86,910,3500
hog_input_26667,7,90,131,490,86,910,3600
hog_input_26668,7,90,131,490,86,910,3700
hog_input_26669,7,90,131,490,86,910,3800
hog_input_26670,7,90,131,490,86,910,3900
hog_input_26671,7,90,131,490,86,920,3000
hog_input_26672,7,90,131,490,86,920,3100
hog_input_26673,7,90,131,490,86,920,3200
hog_input_26674,7,90,131,490,86,920,3300
hog_input_26675,7,90,131,490,86,920,3400
hog_input_26676,7,90,131,490,86,920,3500
hog_input_26677,7,90,131,490,86,920,3600
hog_input_26678,7,90,131,490,86,920,3700
hog_input_26679,7,90,131,490,86,920,3800
hog_input_26680,7,90,131,490,86,920,3900
hog_input_26681,7,90,131,490,86,930,3000
hog_input_26682,7,90,131,490,86,930,3100
hog_input_26683,7,90,131,490,86,930,3200
hog_input_26684,7,90,131,490,86,930,3300
hog_input_26685,7,90,131,490,86,930,3400
hog_input_26686,7,90,131,490,86,930,3500
hog_input_26687,7,90,131,490,86,930,3600
hog_input_26688,7,90,131,490,86,930,3700
hog_input_26689,7,90,131,490,86,930,3800
hog_input_26690,7,90,131,490,86,930,3900
hog_input_26691,7,90,131,490,86,940,3000
hog_input_26692,7,90,131,490,86,940,3100
hog_input_26693,7,90,131,490,86,940,3200
hog_input_26694,7,90,131,490,86,940,3300
hog_input_26695,7,90,131,490,86,940,3400
hog_input_26696,7,90,131,490,86,940,3500
hog_input_26697,7,90,131,490,86,940,3600
hog_input_26698,7,90,131,490,86,940,3700
hog_input_26699,7,90,131,490,86,940,3800
hog_input_26700,7,90,131,490,86,940,3900
hog_input_26701,7,90,131,490,89,850,3000
hog_input_26702,7,90,131,490,89,850,3100
hog_input_26703,7,90,131,490,89,850,3200
hog_input_26704,7,90,131,490,89,850,3300
hog_input_26705,7,90,131,490,89,850,3400
hog_input_26706,7,90,131,490,89,850,3500
hog_input_26707,7,90,131,490,89,850,3600
hog_input_26708,7,90,131,490,89,850,3700
hog_input_26709,7,90,131,490,89,850,3800
hog_input_26710,7,90,131,490,89,850,3900
hog_input_26711,7,90,131,490,89,860,3000
hog_input_26712,7,90,131,490,89,860,3100
hog_input_26713,7,90,131,490,89,860,3200
hog_input_26714,7,90,131,490,89,860,3300
hog_input_26715,7,90,131,490,89,860,3400
hog_input_26716,7,90,131,490,89,860,3500
hog_input_26717,7,90,131,490,89,860,3600
hog_input_26718,7,90,131,490,89,860,3700
hog_input_26719,7,90,131,490,89,860,3800
hog_input_26720,7,90,131,490,89,860,3900
hog_input_26721,7,90,131,490,89,870,3000
hog_input_26722,7,90,131,490,89,870,3100
hog_input_26723,7,90,131,490,89,870,3200
hog_input_26724,7,90,131,490,89,870,3300
hog_input_26725,7,90,131,490,89,870,3400
hog_input_26726,7,90,131,490,89,870,3500
hog_input_26727,7,90,131,490,89,870,3600
hog_input_26728,7,90,131,490,89,870,3700
hog_input_26729,7,90,131,490,89,870,3800
hog_input_26730,7,90,131,490,89,870,3900
hog_input_26731,7,90,131,490,89,880,3000
hog_input_26732,7,90,131,490,89,880,3100
hog_input_26733,7,90,131,490,89,880,3200
hog_input_26734,7,90,131,490,89,880,3300
hog_input_26735,7,90,131,490,89,880,3400
hog_input_26736,7,90,131,490,89,880,3500
hog_input_26737,7,90,131,490,89,880,3600
hog_input_26738,7,90,131,490,89,880,3700
hog_input_26739,7,90,131,490,89,880,3800
hog_input_26740,7,90,131,490,89,880,3900
hog_input_26741,7,90,131,490,89,890,3000
hog_input_26742,7,90,131,490,89,890,3100
hog_input_26743,7,90,131,490,89,890,3200
hog_input_26744,7,90,131,490,89,890,3300
hog_input_26745,7,90,131,490,89,890,3400
hog_input_26746,7,90,131,490,89,890,3500
hog_input_26747,7,90,131,490,89,890,3600
hog_input_26748,7,90,131,490,89,890,3700
hog_input_26749,7,90,131,490,89,890,3800
hog_input_26750,7,90,131,490,89,890,3900
hog_input_26751,7,90,131,490,89,900,3000
hog_input_26752,7,90,131,490,89,900,3100
hog_input_26753,7,90,131,490,89,900,3200
hog_input_26754,7,90,131,490,89,900,3300
hog_input_26755,7,90,131,490,89,900,3400
hog_input_26756,7,90,131,490,89,900,3500
hog_input_26757,7,90,131,490,89,900,3600
hog_input_26758,7,90,131,490,89,900,3700
hog_input_26759,7,90,131,490,89,900,3800
hog_input_26760,7,90,131,490,89,900,3900
hog_input_26761,7,90,131,490,89,910,3000
hog_input_26762,7,90,131,490,89,910,3100
hog_input_26763,7,90,131,490,89,910,3200
hog_input_26764,7,90,131,490,89,910,3300
hog_input_26765,7,90,131,490,89,910,3400
hog_input_26766,7,90,131,490,89,910,3500
hog_input_26767,7,90,131,490,89,910,3600
hog_input_26768,7,90,131,490,89,910,3700
hog_input_26769,7,90,131,490,89,910,3800
hog_input_26770,7,90,131,490,89,910,3900
hog_input_26771,7,90,131,490,89,920,3000
hog_input_26772,7,90,131,490,89,920,3100
hog_input_26773,7,90,131,490,89,920,3200
hog_input_26774,7,90,131,490,89,920,3300
hog_input_26775,7,90,131,490,89,920,3400
hog_input_26776,7,90,131,490,89,920,3500
hog_input_26777,7,90,131,490,89,920,3600
hog_input_26778,7,90,131,490,89,920,3700
hog_input_26779,7,90,131,490,89,920,3800
hog_input_26780,7,90,131,490,89,920,3900
hog_input_26781,7,90,131,490,89,930,3000
hog_input_26782,7,90,131,490,89,930,3100
hog_input_26783,7,90,131,490,89,930,3200
hog_input_26784,7,90,131,490,89,930,3300
hog_input_26785,7,90,131,490,89,930,3400
hog_input_26786,7,90,131,490,89,930,3500
hog_input_26787,7,90,131,490,89,930,3600
hog_input_26788,7,90,131,490,89,930,3700
hog_input_26789,7,90,131,490,89,930,3800
hog_input_26790,7,90,131,490,89,930,3900
hog_input_26791,7,90,131,490,89,940,3000
hog_input_26792,7,90,131,490,89,940,3100
hog_input_26793,7,90,131,490,89,940,3200
hog_input_26794,7,90,131,490,89,940,3300
hog_input_26795,7,90,131,490,89,940,3400
hog_input_26796,7,90,131,490,89,940,3500
hog_input_26797,7,90,131,490,89,940,3600
hog_input_26798,7,90,131,490,89,940,3700
hog_input_26799,7,90,131,490,89,940,3800
hog_input_26800,7,90,131,490,89,940,3900
hog_input_26801,7,90,131,490,92,850,3000
hog_input_26802,7,90,131,490,92,850,3100
hog_input_26803,7,90,131,490,92,850,3200
hog_input_26804,7,90,131,490,92,850,3300
hog_input_26805,7,90,131,490,92,850,3400
hog_input_26806,7,90,131,490,92,850,3500
hog_input_26807,7,90,131,490,92,850,3600
hog_input_26808,7,90,131,490,92,850,3700
hog_input_26809,7,90,131,490,92,850,3800
hog_input_26810,7,90,131,490,92,850,3900
hog_input_26811,7,90,131,490,92,860,3000
hog_input_26812,7,90,131,490,92,860,3100
hog_input_26813,7,90,131,490,92,860,3200
hog_input_26814,7,90,131,490,92,860,3300
hog_input_26815,7,90,131,490,92,860,3400
hog_input_26816,7,90,131,490,92,860,3500
hog_input_26817,7,90,131,490,92,860,3600
hog_input_26818,7,90,131,490,92,860,3700
hog_input_26819,7,90,131,490,92,860,3800
hog_input_26820,7,90,131,490,92,860,3900
hog_input_26821,7,90,131,490,92,870,3000
hog_input_26822,7,90,131,490,92,870,3100
hog_input_26823,7,90,131,490,92,870,3200
hog_input_26824,7,90,131,490,92,870,3300
hog_input_26825,7,90,131,490,92,870,3400
hog_input_26826,7,90,131,490,92,870,3500
hog_input_26827,7,90,131,490,92,870,3600
hog_input_26828,7,90,131,490,92,870,3700
hog_input_26829,7,90,131,490,92,870,3800
hog_input_26830,7,90,131,490,92,870,3900
hog_input_26831,7,90,131,490,92,880,3000
hog_input_26832,7,90,131,490,92,880,3100
hog_input_26833,7,90,131,490,92,880,3200
hog_input_26834,7,90,131,490,92,880,3300
hog_input_26835,7,90,131,490,92,880,3400
hog_input_26836,7,90,131,490,92,880,3500
hog_input_26837,7,90,131,490,92,880,3600
hog_input_26838,7,90,131,490,92,880,3700
hog_input_26839,7,90,131,490,92,880,3800
hog_input_26840,7,90,131,490,92,880,3900
hog_input_26841,7,90,131,490,92,890,3000
hog_input_26842,7,90,131,490,92,890,3100
hog_input_26843,7,90,131,490,92,890,3200
hog_input_26844,7,90,131,490,92,890,3300
hog_input_26845,7,90,131,490,92,890,3400
hog_input_26846,7,90,131,490,92,890,3500
hog_input_26847,7,90,131,490,92,890,3600
hog_input_26848,7,90,131,490,92,890,3700
hog_input_26849,7,90,131,490,92,890,3800
hog_input_26850,7,90,131,490,92,890,3900
hog_input_26851,7,90,131,490,92,900,3000
hog_input_26852,7,90,131,490,92,900,3100
hog_input_26853,7,90,131,490,92,900,3200
hog_input_26854,7,90,131,490,92,900,3300
hog_input_26855,7,90,131,490,92,900,3400
hog_input_26856,7,90,131,490,92,900,3500
hog_input_26857,7,90,131,490,92,900,3600
hog_input_26858,7,90,131,490,92,900,3700
hog_input_26859,7,90,131,490,92,900,3800
hog_input_26860,7,90,131,490,92,900,3900
hog_input_26861,7,90,131,490,92,910,3000
hog_input_26862,7,90,131,490,92,910,3100
hog_input_26863,7,90,131,490,92,910,3200
hog_input_26864,7,90,131,490,92,910,3300
hog_input_26865,7,90,131,490,92,910,3400
hog_input_26866,7,90,131,490,92,910,3500
hog_input_26867,7,90,131,490,92,910,3600
hog_input_26868,7,90,131,490,92,910,3700
hog_input_26869,7,90,131,490,92,910,3800
hog_input_26870,7,90,131,490,92,910,3900
hog_input_26871,7,90,131,490,92,920,3000
hog_input_26872,7,90,131,490,92,920,3100
hog_input_26873,7,90,131,490,92,920,3200
hog_input_26874,7,90,131,490,92,920,3300
hog_input_26875,7,90,131,490,92,920,3400
hog_input_26876,7,90,131,490,92,920,3500
hog_input_26877,7,90,131,490,92,920,3600
hog_input_26878,7,90,131,490,92,920,3700
hog_input_26879,7,90,131,490,92,920,3800
hog_input_26880,7,90,131,490,92,920,3900
hog_input_26881,7,90,131,490,92,930,3000
hog_input_26882,7,90,131,490,92,930,3100
hog_input_26883,7,90,131,490,92,930,3200
hog_input_26884,7,90,131,490,92,930,3300
hog_input_26885,7,90,131,490,92,930,3400
hog_input_26886,7,90,131,490,92,930,3500
hog_input_26887,7,90,131,490,92,930,3600
hog_input_26888,7,90,131,490,92,930,3700
hog_input_26889,7,90,131,490,92,930,3800
hog_input_26890,7,90,131,490,92,930,3900
hog_input_26891,7,90,131,490,92,940,3000
hog_input_26892,7,90,131,490,92,940,3100
hog_input_26893,7,90,131,490,92,940,3200
hog_input_26894,7,90,131,490,92,940,3300
hog_input_26895,7,90,131,490,92,940,3400
hog_input_26896,7,90,131,490,92,940,3500
hog_input_26897,7,90,131,490,92,940,3600
hog_input_26898,7,90,131,490,92,940,3700
hog_input_26899,7,90,131,490,92,940,3800
hog_input_26900,7,90,131,490,92,940,3900
hog_input_26901,7,90,131,490,95,850,3000
hog_input_26902,7,90,131,490,95,850,3100
hog_input_26903,7,90,131,490,95,850,3200
hog_input_26904,7,90,131,490,95,850,3300
hog_input_26905,7,90,131,490,95,850,3400
hog_input_26906,7,90,131,490,95,850,3500
hog_input_26907,7,90,131,490,95,850,3600
hog_input_26908,7,90,131,490,95,850,3700
hog_input_26909,7,90,131,490,95,850,3800
hog_input_26910,7,90,131,490,95,850,3900
hog_input_26911,7,90,131,490,95,860,3000
hog_input_26912,7,90,131,490,95,860,3100
hog_input_26913,7,90,131,490,95,860,3200
hog_input_26914,7,90,131,490,95,860,3300
hog_input_26915,7,90,131,490,95,860,3400
hog_input_26916,7,90,131,490,95,860,3500
hog_input_26917,7,90,131,490,95,860,3600
hog_input_26918,7,90,131,490,95,860,3700
hog_input_26919,7,90,131,490,95,860,3800
hog_input_26920,7,90,131,490,95,860,3900
hog_input_26921,7,90,131,490,95,870,3000
hog_input_26922,7,90,131,490,95,870,3100
hog_input_26923,7,90,131,490,95,870,3200
hog_input_26924,7,90,131,490,95,870,3300
hog_input_26925,7,90,131,490,95,870,3400
hog_input_26926,7,90,131,490,95,870,3500
hog_input_26927,7,90,131,490,95,870,3600
hog_input_26928,7,90,131,490,95,870,3700
hog_input_26929,7,90,131,490,95,870,3800
hog_input_26930,7,90,131,490,95,870,3900
hog_input_26931,7,90,131,490,95,880,3000
hog_input_26932,7,90,131,490,95,880,3100
hog_input_26933,7,90,131,490,95,880,3200
hog_input_26934,7,90,131,490,95,880,3300
hog_input_26935,7,90,131,490,95,880,3400
hog_input_26936,7,90,131,490,95,880,3500
hog_input_26937,7,90,131,490,95,880,3600
hog_input_26938,7,90,131,490,95,880,3700
hog_input_26939,7,90,131,490,95,880,3800
hog_input_26940,7,90,131,490,95,880,3900
hog_input_26941,7,90,131,490,95,890,3000
hog_input_26942,7,90,131,490,95,890,3100
hog_input_26943,7,90,131,490,95,890,3200
hog_input_26944,7,90,131,490,95,890,3300
hog_input_26945,7,90,131,490,95,890,3400
hog_input_26946,7,90,131,490,95,890,3500
hog_input_26947,7,90,131,490,95,890,3600
hog_input_26948,7,90,131,490,95,890,3700
hog_input_26949,7,90,131,490,95,890,3800
hog_input_26950,7,90,131,490,95,890,3900
hog_input_26951,7,90,131,490,95,900,3000
hog_input_26952,7,90,131,490,95,900,3100
hog_input_26953,7,90,131,490,95,900,3200
hog_input_26954,7,90,131,490,95,900,3300
hog_input_26955,7,90,131,490,95,900,3400
hog_input_26956,7,90,131,490,95,900,3500
hog_input_26957,7,90,131,490,95,900,3600
hog_input_26958,7,90,131,490,95,900,3700
hog_input_26959,7,90,131,490,95,900,3800
hog_input_26960,7,90,131,490,95,900,3900
hog_input_26961,7,90,131,490,95,910,3000
hog_input_26962,7,90,131,490,95,910,3100
hog_input_26963,7,90,131,490,95,910,3200
hog_input_26964,7,90,131,490,95,910,3300
hog_input_26965,7,90,131,490,95,910,3400
hog_input_26966,7,90,131,490,95,910,3500
hog_input_26967,7,90,131,490,95,910,3600
hog_input_26968,7,90,131,490,95,910,3700
hog_input_26969,7,90,131,490,95,910,3800
hog_input_26970,7,90,131,490,95,910,3900
hog_input_26971,7,90,131,490,95,920,3000
hog_input_26972,7,90,131,490,95,920,3100
hog_input_26973,7,90,131,490,95,920,3200
hog_input_26974,7,90,131,490,95,920,3300
hog_input_26975,7,90,131,490,95,920,3400
hog_input_26976,7,90,131,490,95,920,3500
hog_input_26977,7,90,131,490,95,920,3600
hog_input_26978,7,90,131,490,95,920,3700
hog_input_26979,7,90,131,490,95,920,3800
hog_input_26980,7,90,131,490,95,920,3900
hog_input_26981,7,90,131,490,95,930,3000
hog_input_26982,7,90,131,490,95,930,3100
hog_input_26983,7,90,131,490,95,930,3200
hog_input_26984,7,90,131,490,95,930,3300
hog_input_26985,7,90,131,490,95,930,3400
hog_input_26986,7,90,131,490,95,930,3500
hog_input_26987,7,90,131,490,95,930,3600
hog_input_26988,7,90,131,490,95,930,3700
hog_input_26989,7,90,131,490,95,930,3800
hog_input_26990,7,90,131,490,95,930,3900
hog_input_26991,7,90,131,490,95,940,3000
hog_input_26992,7,90,131,490,95,940,3100
hog_input_26993,7,90,131,490,95,940,3200
hog_input_26994,7,90,131,490,95,940,3300
hog_input_26995,7,90,131,490,95,940,3400
hog_input_26996,7,90,131,490,95,940,3500
hog_input_26997,7,90,131,490,95,940,3600
hog_input_26998,7,90,131,490,95,940,3700
